Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Jagalur, KA, India",12-11-2014,25.4,21.2,23.1,,,0,,5.4,,4,100,86.14,Overcast
"Jagalur, KA, India",12-12-2014,27.4,21.2,23.6,,28.3,5.1,,7.6,,4,98.8,80.49,"Rain, Overcast"
"Jagalur, KA, India",12/13/2014,27.2,20.1,23.1,,28.3,3,,5.4,,4.9,94.3,81.5,"Rain, Overcast"
"Jagalur, KA, India",12/14/2014,27.7,20.1,23.1,,28.8,0,,7.6,,6.3,71.3,81.41,Partially cloudy
"Jagalur, KA, India",12/15/2014,29.2,20.3,24.3,,30.1,0,,5.4,,6.3,27.5,73.97,Partially cloudy
"Jagalur, KA, India",12/16/2014,28.4,20.1,23.8,,28.5,0,,9.4,,6.3,20,68.39,Clear
"Jagalur, KA, India",12/17/2014,27.1,19.1,22.6,,27.6,0,,9.4,,5.5,52.5,72.52,Partially cloudy
"Jagalur, KA, India",12/18/2014,25.4,20.1,22.3,,,0,,5.4,,5.5,86.3,76.8,Overcast
"Jagalur, KA, India",12/19/2014,25.4,19.2,21.9,,,0,,7.6,,5.1,68.8,80.43,Partially cloudy
"Jagalur, KA, India",12/20/2014,26.9,17.4,21.6,,27.4,0,,7.6,,6.3,35,70.53,Partially cloudy
"Jagalur, KA, India",12/21/2014,27.1,17.1,21,,27.1,0,,9.4,,6.3,27.5,70.43,Partially cloudy
"Jagalur, KA, India",12/22/2014,28.4,16.9,21.4,,28.1,0,,9.4,,6.3,20,65.89,Clear
"Jagalur, KA, India",12/23/2014,27.7,17.2,21.8,,27.5,0,,5.4,,6.3,23.8,69.57,Clear
"Jagalur, KA, India",12/24/2014,29.2,18.4,22.6,,30.1,0,,5.4,,6.3,53.8,70.77,Partially cloudy
"Jagalur, KA, India",12/25/2014,27.7,14.9,22.2,,28,0,,9.4,,6.3,57.5,62.1,Partially cloudy
"Jagalur, KA, India",12/26/2014,26.1,11.7,18.8,,,0,,9.4,,6.3,43.8,64.89,Partially cloudy
"Jagalur, KA, India",12/27/2014,27.1,11.1,19.1,,26.2,0,,9.4,,6.3,7.5,63.91,Clear
"Jagalur, KA, India",12/28/2014,25.1,13.7,20.2,,,0,,5.4,,6.3,40,75.26,Partially cloudy
"Jagalur, KA, India",12/29/2014,28.4,17.1,23,,28.8,0,,3.6,,7,27.5,70.58,Partially cloudy
"Jagalur, KA, India",12/30/2014,28.4,18.1,22.7,,28.4,0,,5.4,,6.3,22.5,70.96,Clear
"Jagalur, KA, India",12/31/2014,29.1,18.2,23.2,,28.8,0,,5.4,,6.3,38.8,69.54,Partially cloudy
"Jagalur, KA, India",01-01-2015,28.9,20.1,24.2,,28.1,0,,5.4,,6.6,62.9,65.13,Partially cloudy
